

opendaylight-user@root>feature:list
Name                                          | Version          | Installed | Repository                                  | Description                        
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
odl-openflowplugin-all-li                     | 0.2.0-Beryllium  |           | openflowplugin-li-0.2.0-Beryllium           | OpenDaylight :: Openflow Plugin :: All
odl-openflowplugin-southbound-li              | 0.2.0-Beryllium  |           | openflowplugin-li-0.2.0-Beryllium           | OpenDaylight :: Openflow Plugin :: Li southBound A
odl-openflowplugin-flow-services-li           | 0.2.0-Beryllium  |           | openflowplugin-li-0.2.0-Beryllium           | OpenDaylight :: Openflow Plugin :: Flow Services
odl-openflowplugin-nsf-services-li            | 0.2.0-Beryllium  |           | openflowplugin-li-0.2.0-Beryllium           | OpenDaylight :: OpenflowPlugin :: NSF :: Services
odl-openflowplugin-nsf-model-li               | 0.2.0-Beryllium  |           | openflowplugin-li-0.2.0-Beryllium           | OpenDaylight :: OpenflowPlugin :: NSF :: Model
odl-openflowplugin-flow-services-rest-li      | 0.2.0-Beryllium  |           | openflowplugin-li-0.2.0-Beryllium           | OpenDaylight :: Openflow Plugin :: Flow Services :
odl-openflowplugin-flow-services-ui-li        | 0.2.0-Beryllium  |           | openflowplugin-li-0.2.0-Beryllium           | OpenDaylight :: Openflow Plugin :: Flow Services :
odl-openflowplugin-drop-test-li               | 0.2.0-Beryllium  |           | openflowplugin-li-0.2.0-Beryllium           | OpenDaylight :: Openflow Plugin :: Drop Test
odl-openflowplugin-app-table-miss-enforcer-li | 0.2.0-Beryllium  |           | openflowplugin-li-0.2.0-Beryllium           | OpenDaylight :: Openflow Plugin :: Application - t
odl-openflowplugin-app-config-pusher-li       | 0.2.0-Beryllium  |           | openflowplugin-li-0.2.0-Beryllium           | OpenDaylight :: Openflow Plugin :: app - default c
odl-openflowplugin-app-lldp-speaker-li        | 0.2.0-Beryllium  |           | openflowplugin-li-0.2.0-Beryllium           | OpenDaylight :: Openflow Plugin :: app lldp-speake
odl-openflowplugin-app-bulk-o-matic-li        | 0.2.0-Beryllium  |           | openflowplugin-li-0.2.0-Beryllium           | OpenDaylight :: Openflow Plugin :: app bulk flow o
odl-didm-ovs-all                              | 0.2.0-Beryllium  |           | odl-didm-ovs-0.2.0-Beryllium                | OpenDaylight :: DIDM Mininet reference driver
odl-didm-ovs-impl                             | 0.2.0-Beryllium  |           | odl-didm-ovs-0.2.0-Beryllium                | OpenDaylight :: DIDM :: ovs :: Implementation
odl-tcpmd5-all                                | 1.2.0-Beryllium  |           | odl-tcpmd5-1.2.0-Beryllium                  |                                    
odl-tcpmd5-base                               | 1.2.0-Beryllium  |           | odl-tcpmd5-1.2.0-Beryllium                  |                                    
odl-tcpmd5-netty                              | 1.2.0-Beryllium  |           | odl-tcpmd5-1.2.0-Beryllium                  |                                    
odl-tcpmd5-nio                                | 1.2.0-Beryllium  |           | odl-tcpmd5-1.2.0-Beryllium                  |                                    
framework-security                            | 3.0.3            |           | standard-3.0.3                              | OSGi Security for Karaf            
standard                                      | 3.0.3            | x         | standard-3.0.3                              | Karaf standard feature             
aries-annotation                              | 3.0.3            |           | standard-3.0.3                              | Aries Annotations                  
wrapper                                       | 3.0.3            |           | standard-3.0.3                              | Provide OS integration             
service-wrapper                               | 3.0.3            |           | standard-3.0.3                              | Provide OS integration (alias to wrapper feature)
obr                                           | 3.0.3            |           | standard-3.0.3                              | Provide OSGi Bundle Repository (OBR) support
config                                        | 3.0.3            | x         | standard-3.0.3                              | Provide OSGi ConfigAdmin support   
region                                        | 3.0.3            | x         | standard-3.0.3                              | Provide Region Support             
package                                       | 3.0.3            | x         | standard-3.0.3                              | Package commands and mbeans        
http                                          | 3.0.3            | x         | standard-3.0.3                              | Implementation of the OSGI HTTP Service
http-whiteboard                               | 3.0.3            |           | standard-3.0.3                              | Provide HTTP Whiteboard pattern support
war                                           | 3.0.3            | x         | standard-3.0.3                              | Turn Karaf as a full WebContainer  
jetty                                         | 8.1.15.v20140411 |           | standard-3.0.3                              |                                    
kar                                           | 3.0.3            | x         | standard-3.0.3                              | Provide KAR (KARaf archive) support
webconsole                                    | 3.0.3            |           | standard-3.0.3                              | Base support of the Karaf WebConsole
ssh                                           | 3.0.3            | x         | standard-3.0.3                              | Provide a SSHd server on Karaf     
management                                    | 3.0.3            | x         | standard-3.0.3                              | Provide a JMX MBeanServer and a set of MBeans in K
scheduler                                     | 3.0.3            |           | standard-3.0.3                              | Provide a scheduler service in Karaf to fire event
eventadmin                                    | 3.0.3            |           | standard-3.0.3                              | OSGi Event Admin service specification for event-b
jasypt-encryption                             | 3.0.3            |           | standard-3.0.3                              | Advanced encryption support for Karaf security
scr                                           | 3.0.3            |           | standard-3.0.3                              | Declarative Service support        
blueprint-web                                 | 3.0.3            |           | standard-3.0.3                              | Provides an OSGI-aware Servlet ContextListener for
odl-lacp-plugin                               | 1.1.0-Beryllium  |           | lacp-1.1.0-Beryllium                        | Opendaylight :: LACP :: Plugin     
odl-lacp-rest                                 | 1.1.0-Beryllium  |           | lacp-1.1.0-Beryllium                        | Opendaylight :: LACP :: Plugin :: Rest
odl-lacp-ui                                   | 1.1.0-Beryllium  |           | lacp-1.1.0-Beryllium                        | Opendaylight :: LACP :: Plugin :: UI
odl-l2switch-all                              | 0.3.0-Beryllium  |           | l2switch-0.3.0-Beryllium                    | OpenDaylight :: L2Switch :: All    
odl-l2switch-switch                           | 0.3.0-Beryllium  | x         | l2switch-0.3.0-Beryllium                    | OpenDaylight :: L2Switch :: Switch 
odl-l2switch-switch-rest                      | 0.3.0-Beryllium  |           | l2switch-0.3.0-Beryllium                    | OpenDaylight :: L2Switch :: Switch 
odl-l2switch-switch-ui                        | 0.3.0-Beryllium  |           | l2switch-0.3.0-Beryllium                    | OpenDaylight :: L2Switch :: Switch 
odl-l2switch-hosttracker                      | 0.3.0-Beryllium  | x         | l2switch-0.3.0-Beryllium                    | OpenDaylight :: L2Switch :: HostTracker
odl-l2switch-addresstracker                   | 0.3.0-Beryllium  | x         | l2switch-0.3.0-Beryllium                    | OpenDaylight :: L2Switch :: AddressTracker
odl-l2switch-arphandler                       | 0.3.0-Beryllium  | x         | l2switch-0.3.0-Beryllium                    | OpenDaylight :: L2Switch :: ArpHandler
odl-l2switch-loopremover                      | 0.3.0-Beryllium  | x         | l2switch-0.3.0-Beryllium                    | OpenDaylight :: L2Switch :: LoopRemover
odl-l2switch-packethandler                    | 0.3.0-Beryllium  | x         | l2switch-0.3.0-Beryllium                    | OpenDaylight :: L2Switch :: PacketHandler
cxf-specs                                     | 3.0.2            |           | cxf-3.0.2                                   |                                    
cxf-jaxb                                      | 3.0.2            |           | cxf-3.0.2                                   |                                    
cxf-abdera                                    | 3.0.2            |           | cxf-3.0.2                                   |                                    
wss4j                                         | 2.0.2            |           | cxf-3.0.2                                   |                                    
cxf-core                                      | 3.0.2            |           | cxf-3.0.2                                   |                                    
cxf-wsdl                                      | 3.0.2            |           | cxf-3.0.2                                   |                                    
cxf-ws-policy                                 | 3.0.2            |           | cxf-3.0.2                                   |                                    
cxf-ws-addr                                   | 3.0.2            |           | cxf-3.0.2                                   |                                    
cxf-ws-rm                                     | 3.0.2            |           | cxf-3.0.2                                   |                                    
cxf-ws-mex                                    | 3.0.2            |           | cxf-3.0.2                                   |                                    
cxf-ws-security                               | 3.0.2            |           | cxf-3.0.2                                   |                                    
cxf-rt-security                               | 3.0.2            |           | cxf-3.0.2                                   |                                    
cxf-http                                      | 3.0.2            |           | cxf-3.0.2                                   |                                    
cxf-http-jetty                                | 3.0.2            |           | cxf-3.0.2                                   |                                    
cxf-http-async                                | 3.0.2            |           | cxf-3.0.2                                   |                                    
cxf-http-netty-client                         | 3.0.2            |           | cxf-3.0.2                                   |                                    
cxf-http-netty-server                         | 3.0.2            |           | cxf-3.0.2                                   |                                    
cxf-bindings-soap                             | 3.0.2            |           | cxf-3.0.2                                   |                                    
cxf-jaxws                                     | 3.0.2            |           | cxf-3.0.2                                   |                                    
cxf-jaxrs                                     | 3.0.2            |           | cxf-3.0.2                                   |                                    
cxf-rs-security-xml                           | 3.0.2            |           | cxf-3.0.2                                   |                                    
cxf-rs-security-sso-saml                      | 3.0.2            |           | cxf-3.0.2                                   |                                    
cxf-rs-security-cors                          | 3.0.2            |           | cxf-3.0.2                                   |                                    
cxf-rs-security-oauth                         | 3.0.2            |           | cxf-3.0.2                                   |                                    
cxf-rs-security-oauth2                        | 3.0.2            |           | cxf-3.0.2                                   |                                    
cxf-databinding-aegis                         | 3.0.2            |           | cxf-3.0.2                                   |                                    
cxf-databinding-jibx                          | 3.0.2            |           | cxf-3.0.2                                   |                                    
cxf-databinding-jaxb                          | 3.0.2            |           | cxf-3.0.2                                   |                                    
cxf-databinding-xmlbeans                      | 3.0.2            |           | cxf-3.0.2                                   |                                    
cxf-features-clustering                       | 3.0.2            |           | cxf-3.0.2                                   |                                    
cxf-bindings-corba                            | 3.0.2            |           | cxf-3.0.2                                   |                                    
cxf-bindings-coloc                            | 3.0.2            |           | cxf-3.0.2                                   |                                    
cxf-bindings-object                           | 3.0.2            |           | cxf-3.0.2                                   |                                    
cxf-transports-local                          | 3.0.2            |           | cxf-3.0.2                                   |                                    
cxf-transports-jms                            | 3.0.2            |           | cxf-3.0.2                                   |                                    
cxf-transports-udp                            | 3.0.2            |           | cxf-3.0.2                                   |                                    
cxf-transports-websocket-client               | 3.0.2            |           | cxf-3.0.2                                   |                                    
cxf-transports-websocket-server               | 3.0.2            |           | cxf-3.0.2                                   |                                    
cxf-javascript                                | 3.0.2            |           | cxf-3.0.2                                   |                                    
cxf-frontend-javascript                       | 3.0.2            |           | cxf-3.0.2                                   |                                    
cxf-xjc-runtime                               | 3.0.2            |           | cxf-3.0.2                                   |                                    
cxf-tools                                     | 3.0.2            |           | cxf-3.0.2                                   |                                    
cxf                                           | 3.0.2            |           | cxf-3.0.2                                   |                                    
cxf-sts                                       | 3.0.2            |           | cxf-3.0.2                                   |                                    
cxf-wsn-api                                   | 3.0.2            |           | cxf-3.0.2                                   |                                    
cxf-wsn                                       | 3.0.2            |           | cxf-3.0.2                                   |                                    
cxf-ws-discovery-api                          | 3.0.2            |           | cxf-3.0.2                                   |                                    
cxf-ws-discovery                              | 3.0.2            |           | cxf-3.0.2                                   |                                    
cxf-bean-validation-core                      | 3.0.2            |           | cxf-3.0.2                                   |                                    
cxf-bean-validation                           | 3.0.2            |           | cxf-3.0.2                                   |                                    
cxf-bean-validation-java6                     | 3.0.2            |           | cxf-3.0.2                                   |                                    
cxf-management-web                            | 3.0.2            |           | cxf-3.0.2                                   |                                    
odl-aaa-api                                   | 0.3.0-Beryllium  | x         | odl-aaa-0.3.0-Beryllium                     | OpenDaylight :: AAA :: APIs        
odl-tsdr-hsqldb-all                           | 1.1.0-Beryllium  |           | odl-tsdr-1.1.0-Beryllium                    | OpenDaylight :: TSDR :: With hsqldb Persistence an
odl-tsdr-openflow-statistics-collector        | 1.1.0-Beryllium  |           | odl-tsdr-1.1.0-Beryllium                    | OpenDaylight :: TSDR :: Openflow Statistics Collec
odl-tsdr-netflow-statistics-collector         | 1.1.0-Beryllium  |           | odl-tsdr-1.1.0-Beryllium                    | OpenDaylight :: TSDR :: Netflow Statistics Collect
odl-tsdr-controller-metrics-collector         | 1.1.0-Beryllium  |           | odl-tsdr-1.1.0-Beryllium                    | OpenDaylight :: TSDR :: Controller Metrics Collect
odl-tsdr-snmp-data-collector                  | 1.1.0-Beryllium  |           | odl-tsdr-1.1.0-Beryllium                    | OpenDaylight :: TSDR :: SNMP Data Collector
odl-tsdr-syslog-collector                     | 1.1.0-Beryllium  |           | odl-tsdr-1.1.0-Beryllium                    | OpenDaylight :: TSDR :: Syslog Collector
odl-tsdr-core                                 | 1.1.0-Beryllium  |           | odl-tsdr-1.1.0-Beryllium                    | OpenDaylight :: TSDR :: Core       
odl-hbaseclient                               | 0.94.15          |           | odl-tsdr-1.1.0-Beryllium                    | OpenDaylight :: TSDR :: HBase Client
odl-tsdr-hbase                                | 1.1.0-Beryllium  |           | odl-tsdr-1.1.0-Beryllium                    | OpenDaylight :: TSDR :: HBase Persistence
odl-tsdr-cassandra                            | 1.1.0-Beryllium  |           | odl-tsdr-1.1.0-Beryllium                    | OpenDaylight :: TSDR :: Cassandra Persistence
odl-tsdr-hsqldb                               | 1.1.0-Beryllium  |           | odl-tsdr-1.1.0-Beryllium                    | OpenDaylight :: TSDR :: HSQLDB Persistence
odl-mdsal-binding                             | 2.0.0-Beryllium  |           | odl-yangtools-2.0.0-Beryllium               | OpenDaylight :: MD-SAL :: Binding  
odl-mdsal-dom                                 | 2.0.0-Beryllium  |           | odl-yangtools-2.0.0-Beryllium               | OpenDaylight :: MD-SAL :: DOM      
odl-mdsal-common                              | 2.0.0-Beryllium  |           | odl-yangtools-2.0.0-Beryllium               | OpenDaylight :: MD-SAL :: DOM Broker
odl-mdsal-dom-api                             | 2.0.0-Beryllium  |           | odl-yangtools-2.0.0-Beryllium               | OpenDaylight :: MD-SAL :: DOM API & SPI
odl-mdsal-dom-broker                          | 2.0.0-Beryllium  |           | odl-yangtools-2.0.0-Beryllium               | OpenDaylight :: MD-SAL :: DOM Broker
odl-mdsal-binding-base                        | 2.0.0-Beryllium  | x         | odl-yangtools-2.0.0-Beryllium               | OpenDaylight :: MD-SAL :: Binding Base Concepts
odl-mdsal-binding-runtime                     | 2.0.0-Beryllium  | x         | odl-yangtools-2.0.0-Beryllium               | OpenDaylight :: MD-SAL :: Binding Generator
odl-mdsal-binding-api                         | 2.0.0-Beryllium  |           | odl-yangtools-2.0.0-Beryllium               | OpenDaylight :: MD-SAL :: Binding Base Concepts
odl-mdsal-binding-dom-adapter                 | 2.0.0-Beryllium  |           | odl-yangtools-2.0.0-Beryllium               | OpenDaylight :: MD-SAL :: Binding Generator
odl-protocol-framework                        | 0.7.0-Beryllium  |           | odl-protocol-framework-0.7.0-Beryllium      | OpenDaylight :: Protocol Framework 
odl-openflowplugin-all                        | 0.2.0-Beryllium  |           | openflowplugin-0.2.0-Beryllium              | OpenDaylight :: Openflow Plugin :: All
odl-openflowplugin-southbound                 | 0.2.0-Beryllium  | x         | openflowplugin-0.2.0-Beryllium              | OpenDaylight :: Openflow Plugin :: SouthBound
odl-openflowplugin-flow-services              | 0.2.0-Beryllium  | x         | openflowplugin-0.2.0-Beryllium              | OpenDaylight :: Openflow Plugin :: Flow Services
odl-openflowplugin-nsf-services               | 0.2.0-Beryllium  | x         | openflowplugin-0.2.0-Beryllium              | OpenDaylight :: OpenflowPlugin :: NSF :: Services
odl-openflowplugin-nsf-model                  | 0.2.0-Beryllium  | x         | openflowplugin-0.2.0-Beryllium              | OpenDaylight :: OpenflowPlugin :: NSF :: Model
odl-openflowplugin-flow-services-rest         | 0.2.0-Beryllium  |           | openflowplugin-0.2.0-Beryllium              | OpenDaylight :: Openflow Plugin :: Flow Services :
odl-openflowplugin-flow-services-ui           | 0.2.0-Beryllium  |           | openflowplugin-0.2.0-Beryllium              | OpenDaylight :: Openflow Plugin :: Flow Services :
odl-openflowplugin-drop-test                  | 0.2.0-Beryllium  |           | openflowplugin-0.2.0-Beryllium              | OpenDaylight :: Openflow Plugin :: Drop Test
odl-openflowplugin-app-table-miss-enforcer    | 0.2.0-Beryllium  |           | openflowplugin-0.2.0-Beryllium              | OpenDaylight :: Openflow Plugin :: Application - t
odl-openflowplugin-app-config-pusher          | 0.2.0-Beryllium  | x         | openflowplugin-0.2.0-Beryllium              | OpenDaylight :: Openflow Plugin :: app - default c
odl-openflowplugin-app-lldp-speaker           | 0.2.0-Beryllium  | x         | openflowplugin-0.2.0-Beryllium              | OpenDaylight :: Openflow Plugin :: app lldp-speake
odl-openflowplugin-app-bulk-o-matic           | 0.2.0-Beryllium  |           | openflowplugin-0.2.0-Beryllium              | OpenDaylight :: Openflow Plugin :: app bulk flow o
odl-netide-api                                | 0.1.0-Beryllium  |           | odl-netide-0.1.0-Beryllium                  | OpenDaylight :: netide :: api      
odl-netide-impl                               | 0.1.0-Beryllium  |           | odl-netide-0.1.0-Beryllium                  | OpenDaylight :: netide :: impl     
odl-netide-rest                               | 0.1.0-Beryllium  |           | odl-netide-0.1.0-Beryllium                  | OpenDaylight :: Netide :: REST     
odl-snmp4sdn-all                              | 0.3.0-Beryllium  |           | odl-snmp4sdn                                | OpenDaylight :: SNMP4SDN :: All    
odl-snmp4sdn-snmp4sdn                         | 0.3.0-Beryllium  |           | odl-snmp4sdn                                | OpenDaylight :: SNMP4SDN :: Plugin 
odl-bgpcep-dependencies                       | 0.5.0-Beryllium  |           | odl-bgpcep-0.5.0-Beryllium                  |                                    
odl-bgpcep-data-change-counter                | 0.5.0-Beryllium  |           | odl-bgpcep-0.5.0-Beryllium                  |                                    
odl-openflowplugin-nxm-extensions-li          | 0.2.0-Beryllium  |           | openflowplugin-extension-li-0.2.0-Beryllium | OpenDaylight :: Openflow Plugin :: Nicira Extensio
pax-cdi                                       | 0.11.0           |           | org.ops4j.pax.cdi-0.11.0                    | Provide CDI support                
pax-cdi-1.1                                   | 0.11.0           |           | org.ops4j.pax.cdi-0.11.0                    | Provide CDI 1.1 support            
pax-cdi-1.2                                   | 0.11.0           |           | org.ops4j.pax.cdi-0.11.0                    | Provide CDI 1.2 support            
pax-cdi-weld                                  | 0.11.0           |           | org.ops4j.pax.cdi-0.11.0                    | Weld CDI support                   
pax-cdi-1.1-weld                              | 0.11.0           |           | org.ops4j.pax.cdi-0.11.0                    | Weld CDI 1.1 support               
pax-cdi-1.2-weld                              | 0.11.0           |           | org.ops4j.pax.cdi-0.11.0                    | Weld CDI 1.2 support               
pax-cdi-openwebbeans                          | 0.11.0           |           | org.ops4j.pax.cdi-0.11.0                    | OpenWebBeans CDI support           
pax-cdi-web                                   | 0.11.0           |           | org.ops4j.pax.cdi-0.11.0                    | Web CDI support                    
pax-cdi-1.1-web                               | 0.11.0           |           | org.ops4j.pax.cdi-0.11.0                    | Web CDI 1.1 support                
pax-cdi-1.2-web                               | 0.11.0           |           | org.ops4j.pax.cdi-0.11.0                    | Web CDI 1.2 support                
pax-cdi-web-weld                              | 0.11.0           |           | org.ops4j.pax.cdi-0.11.0                    | Weld Web CDI support               
pax-cdi-1.1-web-weld                          | 0.11.0           |           | org.ops4j.pax.cdi-0.11.0                    | Weld Web CDI 1.1 support           
pax-cdi-1.2-web-weld                          | 0.11.0           |           | org.ops4j.pax.cdi-0.11.0                    | Weld Web CDI 1.2 support           
pax-cdi-web-openwebbeans                      | 0.11.0           |           | org.ops4j.pax.cdi-0.11.0                    | OpenWebBeans Web CDI support       
deltaspike-core                               | 1.2.1            |           | org.ops4j.pax.cdi-0.11.0                    | Apache Deltaspike core support     
deltaspike-jpa                                | 1.2.1            |           | org.ops4j.pax.cdi-0.11.0                    | Apache Deltaspike jpa support      
deltaspike-partial-bean                       | 1.2.1            |           | org.ops4j.pax.cdi-0.11.0                    | Apache Deltaspike partial bean support
deltaspike-data                               | 1.2.1            |           | org.ops4j.pax.cdi-0.11.0                    | Apache Deltaspike data support     
odl-aaa-shiro                                 | 0.3.0-Beryllium  | x         | odl-aaa-0.3.0-Beryllium                     | OpenDaylight :: AAA :: Shiro       
odl-of-config-southbound-api                  | 1.0.0-Beryllium  |           | odl-of-config-southbound-1.0.0-Beryllium    | OpenDaylight :: of-config:: southbound :: api
odl-of-config-southbound-ofconfigmodels       | 1.0.0-Beryllium  |           | odl-of-config-southbound-1.0.0-Beryllium    | OpenDaylight :: of-config:: southbound :: ofconfig
odl-of-config-southbound-all                  | 1.0.0-Beryllium  |           | odl-of-config-southbound-1.0.0-Beryllium    | OpenDaylight :: of-config:: southbound
odl-of-config-southbound-rest                 | 1.0.0-Beryllium  |           | odl-of-config-southbound-1.0.0-Beryllium    | OpenDaylight :: of-config:: southbound :: REST
odl-bgpcep-bmp                                | 0.5.0-Beryllium  |           | odl-bgpcep-0.5.0-Beryllium                  |                                    
odl-restconf-all                              | 1.3.0-Beryllium  |           | odl-controller-1.3.0-Beryllium              | OpenDaylight :: Restconf :: All    
odl-restconf                                  | 1.3.0-Beryllium  | x         | odl-controller-1.3.0-Beryllium              | OpenDaylight :: Restconf           
odl-restconf-noauth                           | 1.3.0-Beryllium  | x         | odl-controller-1.3.0-Beryllium              | OpenDaylight :: Restconf           
odl-mdsal-apidocs                             | 1.3.0-Beryllium  | x         | odl-controller-1.3.0-Beryllium              | OpenDaylight :: MDSAL :: APIDOCS   
odl-netconf-all                               | 1.0.0-Beryllium  |           | odl-netconf-1.0.0-Beryllium                 | OpenDaylight :: Netconf :: All     
odl-netconf-api                               | 1.0.0-Beryllium  |           | odl-netconf-1.0.0-Beryllium                 | OpenDaylight :: Netconf :: API     
odl-netconf-mapping-api                       | 1.0.0-Beryllium  |           | odl-netconf-1.0.0-Beryllium                 | OpenDaylight :: Netconf :: Mapping API
odl-netconf-util                              | 1.0.0-Beryllium  |           | odl-netconf-1.0.0-Beryllium                 |                                    
odl-netconf-impl                              | 1.0.0-Beryllium  |           | odl-netconf-1.0.0-Beryllium                 | OpenDaylight :: Netconf :: Impl    
odl-config-netconf-connector                  | 1.0.0-Beryllium  |           | odl-netconf-1.0.0-Beryllium                 | OpenDaylight :: Netconf :: Connector
odl-netconf-netty-util                        | 1.0.0-Beryllium  |           | odl-netconf-1.0.0-Beryllium                 | OpenDaylight :: Netconf :: Netty Util
odl-netconf-client                            | 1.0.0-Beryllium  |           | odl-netconf-1.0.0-Beryllium                 | OpenDaylight :: Netconf :: Client  
odl-netconf-monitoring                        | 1.0.0-Beryllium  |           | odl-netconf-1.0.0-Beryllium                 | OpenDaylight :: Netconf :: Monitoring
odl-netconf-notifications-api                 | 1.0.0-Beryllium  |           | odl-netconf-1.0.0-Beryllium                 | OpenDaylight :: Netconf :: Notification :: Api
odl-netconf-notifications-impl                | 1.0.0-Beryllium  |           | odl-netconf-1.0.0-Beryllium                 | OpenDaylight :: Netconf :: Monitoring :: Impl
odl-netconf-ssh                               | 1.0.0-Beryllium  |           | odl-netconf-1.0.0-Beryllium                 | OpenDaylight :: Netconf Connector :: SSH
odl-netconf-tcp                               | 1.0.0-Beryllium  |           | odl-netconf-1.0.0-Beryllium                 | OpenDaylight :: Netconf Connector :: TCP
odl-netconf-mdsal                             | 1.3.0-Beryllium  |           | odl-netconf-1.0.0-Beryllium                 | OpenDaylight :: Netconf :: Mdsal   
odl-aaa-netconf-plugin                        | 1.0.0-Beryllium  |           | odl-netconf-1.0.0-Beryllium                 | OpenDaylight :: AAA :: ODL NETCONF Plugin
odl-aaa-netconf-plugin-no-cluster             | 1.0.0-Beryllium  |           | odl-netconf-1.0.0-Beryllium                 | OpenDaylight :: AAA :: ODL NETCONF Plugin - NO CLU
odl-benchmark-api                             | 1.1.0-Beryllium  |           | odl-dsbenchmark-1.1.0-Beryllium             | OpenDaylight :: dsbenchmark :: api 
odl-dsbenchmark                               | 1.1.0-Beryllium  |           | odl-dsbenchmark-1.1.0-Beryllium             | OpenDaylight :: dsbenchmark ::     
odl-ntfbenchmark                              | 1.1.0-Beryllium  |           | odl-dsbenchmark-1.1.0-Beryllium             | OpenDaylight :: ntfbenchmark ::    
odl-mdsal-benchmark                           | 1.1.0-Beryllium  |           | odl-dsbenchmark-1.1.0-Beryllium             | OpenDaylight :: dsbenchmark ::     
odl-of-config-all                             | 1.0.0-Beryllium  |           | odl-of-config-1.0.0-Beryllium               | OpenDaylight :: of-config :: ALL   
odl-of-config-rest                            | 1.0.0-Beryllium  |           | odl-of-config-1.0.0-Beryllium               | OpenDaylight :: of-config :: rest  
odl-aaa-authz                                 | 0.3.0-Beryllium  |           | odl-aaa-0.3.0-Beryllium                     | OpenDaylight :: AAA :: Authorization
odl-akka-all                                  | 1.6.0-Beryllium  |           | odl-controller-1.6.0-Beryllium              | OpenDaylight :: Akka :: All        
odl-akka-scala                                | 2.11             | x         | odl-controller-1.6.0-Beryllium              | Scala Runtime for OpenDaylight     
odl-akka-system                               | 2.3.14           | x         | odl-controller-1.6.0-Beryllium              | Akka Actor Framework System Bundles
odl-akka-clustering                           | 2.3.14           | x         | odl-controller-1.6.0-Beryllium              | Akka Clustering                    
odl-akka-leveldb                              | 0.7              | x         | odl-controller-1.6.0-Beryllium              | LevelDB                            
odl-akka-persistence                          | 2.3.14           | x         | odl-controller-1.6.0-Beryllium              | Akka Persistence                   
odl-bgpcep-rsvp                               | 0.5.0-Beryllium  |           | odl-bgpcep-0.5.0-Beryllium                  |                                    
odl-bgpcep-rsvp-dependencies                  | 0.5.0-Beryllium  |           | odl-bgpcep-0.5.0-Beryllium                  |                                    
odl-ovsdb-hwvtepsouthbound-api                | 1.2.1-Beryllium  |           | odl-ovsdb-hwvtepsouthbound-1.2.1-Beryllium  | OpenDaylight :: hwvtepsouthbound :: api
odl-ovsdb-hwvtepsouthbound                    | 1.2.1-Beryllium  |           | odl-ovsdb-hwvtepsouthbound-1.2.1-Beryllium  | OpenDaylight :: hwvtepsouthbound   
odl-ovsdb-hwvtepsouthbound-rest               | 1.2.1-Beryllium  |           | odl-ovsdb-hwvtepsouthbound-1.2.1-Beryllium  | OpenDaylight :: hwvtepsouthbound :: REST
odl-ovsdb-hwvtepsouthbound-ui                 | 1.2.1-Beryllium  |           | odl-ovsdb-hwvtepsouthbound-1.2.1-Beryllium  | OpenDaylight :: hwvtepsouthbound :: UI
odl-ovsdb-hwvtepsouthbound-test               | 1.2.1-Beryllium  |           | odl-ovsdb-hwvtepsouthbound-1.2.1-Beryllium  | OpenDaylight :: hwvtepsouthbound :: test
cellar-core                                   | 3.0.3            |           | karaf-cellar-3.0.3                          | Karaf clustering core              
hazelcast                                     | 3.4.2            |           | karaf-cellar-3.0.3                          | In memory data grid                
cellar-hazelcast                              | 3.0.3            |           | karaf-cellar-3.0.3                          | Cellar implementation based on Hazelcast
cellar-config                                 | 3.0.3            |           | karaf-cellar-3.0.3                          | ConfigAdmin cluster support        
cellar-features                               | 3.0.3            |           | karaf-cellar-3.0.3                          | Karaf features cluster support     
cellar-bundle                                 | 3.0.3            |           | karaf-cellar-3.0.3                          | Bundle cluster support             
cellar-shell                                  | 3.0.3            |           | karaf-cellar-3.0.3                          | Cellar shell support               
cellar                                        | 3.0.3            |           | karaf-cellar-3.0.3                          | Karaf clustering                   
cellar-dosgi                                  | 3.0.3            |           | karaf-cellar-3.0.3                          | DOSGi support                      
cellar-obr                                    | 3.0.3            |           | karaf-cellar-3.0.3                          | OBR cluster support                
cellar-eventadmin                             | 3.0.3            |           | karaf-cellar-3.0.3                          | OSGi events broadcasting in clusters
cellar-cloud                                  | 3.0.3            |           | karaf-cellar-3.0.3                          | Cloud blobstore support in clusters
cellar-kubernetes                             | 3.0.3            |           | karaf-cellar-3.0.3                          | Cellar kubernetes support in clusters
cellar-webconsole                             | 3.0.3            |           | karaf-cellar-3.0.3                          | Cellar plugin for Karaf WebConsole 
odl-sfc-model                                 | 0.2.0-Beryllium  |           | odl-sfc-0.2.0-Beryllium                     | OpenDaylight :: sfc :: Model       
odl-sfc-provider                              | 0.2.0-Beryllium  |           | odl-sfc-0.2.0-Beryllium                     | OpenDaylight :: sfc :: Provider    
odl-sfc-provider-rest                         | 0.2.0-Beryllium  |           | odl-sfc-0.2.0-Beryllium                     | OpenDaylight :: sfc :: Provider    
odl-sfc-netconf                               | 0.2.0-Beryllium  |           | odl-sfc-0.2.0-Beryllium                     | OpenDaylight :: Netconf            
odl-sfc-ovs                                   | 0.2.0-Beryllium  |           | odl-sfc-0.2.0-Beryllium                     | OpenDaylight :: OpenvSwitch        
odl-sfc-scf-openflow                          | 0.2.0-Beryllium  |           | odl-sfc-0.2.0-Beryllium                     | OpenDaylight :: sfc-scf-openflow   
